words,labels,entities,term_list
"['Avoir', 'un', 'cheval', 'décontracté', 'et', 'stable', 'dans', 'sa', 'nuque', 'aux', '3', 'allures', 'et', 'dans', 'les', 'transitions']","['O', 'O', 'B-Term', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term']","{('Term', 2, 2), ('Term', 11, 11), ('Term', 3, 3), ('Term', 15, 15), ('Term', 8, 8)}","['cheval', 'allures', 'décontracté', 'transitions', 'nuque']"
"['Maîtriser', 'tous', 'les', 'déplacements', 'latéraux', 'de', ""l'"", 'épaule', 'en', 'dedans', 'à', ""l'"", 'appuyer']","['O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'BN-Term', 'I-Term', 'I-Term', 'O', 'O', 'B-Term']","{('Term', 7, 9), ('Term', 3, 4), ('Term', 12, 12)}","['épaule en dedans', 'déplacements latéraux', 'appuyer']"
"['Maîtriser', 'les', 'transitions', 'entre', 'allures', '(', 'départ', 'au', 'galop', 'à', 'partir', 'du', 'reculer', ',', 'arrêt', 'à', 'partir', 'du', 'galop', ')']","['O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 2, 2), ('Term', 4, 4), ('Term', 18, 18), ('Term', 8, 8), ('Term', 14, 14), ('Term', 12, 12)}","['transitions', 'allures', 'galop', 'galop', 'arrêt', 'reculer']"
"['Maîtriser', 'les', 'transitions', 'dans', ""l'"", 'allure', 'principalement', 'au', 'pas', 'et', 'au', 'trot', '(', 'du', 'pas', 'compté', 'au', 'pas', 'le', 'plus', 'allongé', 'par', 'exemple', ')']","['O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 2, 2), ('Term', 11, 11), ('Term', 5, 5), ('Term', 17, 17), ('Term', 20, 20), ('Term', 14, 14), ('Term', 8, 8)}","['transitions', 'trot', 'allure', 'pas', 'allongé', 'pas', 'pas']"
"['Tous', 'ces', 'pré-requis', 'impliquent', 'donc', 'que', 'vous', 'ayez', 'une', 'parfaite', 'maîtrise', 'de', ""l'"", 'équilibre', 'de', 'votre', 'cheval', 'et', 'que', 'vous', 'sachiez', 'communiquer', 'avec', 'lui', 'en', 'toute', 'légèreté', 'par', ""l'"", 'intermédiaire', 'de', 'vos', 'aides', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 26, 26), ('Term', 13, 13), ('Term', 16, 16), ('Term', 32, 32)}","['légèreté', 'équilibre', 'cheval', 'aides']"
"['Si', 'certains', 'imaginent', 'que', 'la', 'légèreté', 'est', 'une', 'finalité', 'perfectible', 'à', 'la', 'toute', 'fin', 'du', 'dressage', 'ils', 'se', 'trompent', 'lourdement', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O']","{('Term', 5, 5), ('Term', 15, 15)}","['légèreté', 'dressage']"
"[""N'"", 'importe', 'quel', 'cheval', 'est', 'capable', ""d'"", 'être', 'léger', 'et', 'ce', 'quelque', 'soit', 'son', 'niveau', 'de', 'dressage', ',', 'cette', 'légèreté', 'ne', 'dépendra', 'que', 'de', 'vous', 'et', 'donc', 'de', 'la', 'manière', 'dont', 'vous', 'utilisez', 'vos', 'aides', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 34, 34), ('Term', 16, 16), ('Term', 19, 19), ('Term', 3, 3), ('Term', 8, 8)}","['aides', 'dressage', 'légèreté', 'cheval', 'léger']"
"['Comprendre', 'ce', ""qu'"", 'est', 'le', 'rassembler']","['O', 'O', 'O', 'O', 'O', 'B-Term']","{('Term', 5, 5)}",['rassembler']
"['Par', 'méconnaissance', ',', 'certains', 'cavaliers', 'ont', 'tendance', 'à', 'confondre', 'le', 'rassembler', 'avec', 'la', 'mise', 'en', 'main', 'ou', 'même', 'la', 'sous-impulsion', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 10, 10), ('Term', 19, 19), ('Term', 4, 4), ('Term', 13, 15)}","['rassembler', 'sous-impulsion', 'cavaliers', 'mise en main']"
"['Or', 'la', 'mise', 'en', 'main', 'résulte', 'de', ""l'"", 'attitude', 'de', ""l'"", 'ensemble', 'tête-encolure', 'alors', 'que', 'pour', 'le', 'rassembler', 'il', 'faudra', 'rajouter', 'une', 'notion', 'de', 'report', 'de', 'poids', 'sur', ""l'"", 'arrière-main', '.']","['O', 'O', 'B-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 17, 17), ('Term', 2, 4), ('Term', 12, 12), ('Term', 29, 29)}","['rassembler', 'mise en main', 'tête-encolure', 'arrière-main']"
"['Admettons', 'maintenant', 'que', 'votre', 'cheval', 'sache', 'trotter', 'sur', 'place', ',', 'cela', 'ne', 'voudra', 'pas', 'dire', ""qu'"", 'il', 'sait', 'piaffer', 'ni', ""qu'"", 'il', 'est', 'rassemblé', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 18, 18), ('Term', 6, 6), ('Term', 23, 23), ('Term', 4, 4)}","['piaffer', 'trotter', 'rassemblé', 'cheval']"
"['Alors', 'quelle', 'est', 'la', 'différence', 'avec', 'le', 'véritable', 'rassembler', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 8, 8)}",['rassembler']
"['Le', 'rassembler', 'se', 'manifeste', 'par', 'deux', 'critères', 'visibles', 'de', ""l'"", 'extérieur', ':']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 1, 1)}",['rassembler']
"[""L'"", 'abaissement', 'des', 'hanches', 'et', 'donc', 'le', 'report', 'de', 'poids', 'sur', ""l'"", 'arrière', 'main', ':', 'les', 'postérieurs', 'se', 'rapprochent', 'des', 'antérieurs', ',', 'les', 'articulations', 'de', ""l'"", 'arrière-main', 'sont', 'fléchies']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'B-Term']","{('Term', 26, 26), ('Term', 16, 16), ('Term', 28, 28), ('Term', 3, 3), ('Term', 23, 23), ('Term', 12, 13), ('Term', 20, 20)}","['arrière-main', 'postérieurs', 'fléchies', 'hanches', 'articulations', 'arrière main', 'antérieurs']"
"['Le', 'relèvement', 'de', ""l'"", 'encolure', 'qui', 'participe', 'au', 'report', 'de', 'poids', 'sur', ""l'"", 'arrière', 'main', 'et', 'à', 'la', 'prise', ""d'"", 'équilibre', 'du', 'cheval', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 22, 22), ('Term', 20, 20), ('Term', 4, 4), ('Term', 13, 14)}","['cheval', 'équilibre', 'encolure', 'arrière main']"
"['Comment', 'juger', 'de', 'la', 'qualité', 'du', 'rassembler', ""d'"", 'un', 'cheval', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O']","{('Term', 6, 6), ('Term', 9, 9)}","['rassembler', 'cheval']"
"['Prenons', ""l'"", 'exemple', 'du', 'piaffer', 'qui', 'est', ""l'"", 'exercice', 'de', 'rassembler', 'ultime', ',', 'on', 'rencontre', 'souvent', 'des', 'piaffer', 'défectueux', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 10, 10), ('Term', 17, 17), ('Term', 4, 4), ('Term', 8, 8)}","['rassembler', 'piaffer', 'piaffer', 'exercice']"
"['Le', 'plus', 'souvent', 'en', 'compétition', 'on', 'peut', 'observer', 'un', 'cheval', 'au', 'piaffer', 'avec', ""l'"", 'encolure', 'très', 'relevée', 'mais', 'dont', 'la', 'croupe', 'reste', 'haute', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 11, 11), ('Term', 14, 14), ('Term', 9, 9), ('Term', 20, 20)}","['piaffer', 'encolure', 'cheval', 'croupe']"
"['Le', 'dos', 'est', 'alors', 'creusé', ',', 'les', 'postérieurs', 'restent', 'en', 'arrière', 'de', 'la', 'masse', 'et', 'les', 'articulations', 'ne', 'sont', 'pas', 'fléchies', '.']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 16, 16), ('Term', 1, 1), ('Term', 7, 7), ('Term', 13, 13), ('Term', 20, 20)}","['articulations', 'dos', 'postérieurs', 'masse', 'fléchies']"
"['Parfois', ""c'"", 'est', ""l'"", 'inverse', ',', 'les', 'hanches', 'sont', 'bien', 'fléchies', 'mais', 'le', 'cheval', 'a', ""l'"", 'encolure', 'effondrée', 'et', ""s'"", 'encapuchonne', ',', 'la', 'majorité', 'du', 'poids', 'du', 'cheval', 'repose', 'sur', 'ses', 'antérieurs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 10, 10), ('Term', 27, 27), ('Term', 7, 7), ('Term', 13, 13), ('Term', 31, 31), ('Term', 16, 16)}","['fléchies', 'cheval', 'hanches', 'cheval', 'antérieurs', 'encolure']"
"['Pour', 'le', 'vérifier', ',', 'on', 'peut', 'observer', 'la', 'descente', 'des', 'boulets', 'et', 'juger', 'entre', ""l'"", 'avant', 'main', 'et', ""l'"", 'arrière', 'main', 'de', 'quel', 'côté', 'repose', 'la', 'majorité', 'du', 'poids', 'du', 'cheval', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 10, 10), ('Term', 15, 16), ('Term', 19, 20), ('Term', 30, 30)}","['boulets', 'avant main', 'arrière main', 'cheval']"
"['Comment', 'savoir', 'que', 'son', 'cheval', 'est', 'rassemblé', '?']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 6, 6), ('Term', 4, 4)}","['rassemblé', 'cheval']"
"['Pour', 'ceux', 'qui', ""n'"", 'ont', 'jamais', 'eu', ""l'"", 'occasion', 'de', 'monter', 'un', 'cheval', 'mis', 'à', 'la', 'haute-école', ',', 'il', 'est', 'important', 'de', 'savoir', 'ressentir', 'sous', 'la', 'selle', 'comment', 'le', 'cheval', ""s'"", 'emploie', 'et', 'comment', 'il', 'utilise', 'son', 'corps', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 26, 26), ('Term', 10, 10), ('Term', 16, 16), ('Term', 29, 29), ('Term', 12, 12)}","['selle', 'monter', 'haute-école', 'cheval', 'cheval']"
"[""C'"", 'est', 'important', 'que', 'vous', 'sachiez', 'reconnaître', 'parfaitement', 'le', 'mouvement', ',', ""l'"", 'équilibre', 'ou', 'même', 'juste', ""l'"", 'énergie', 'que', 'vous', 'recherchez', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 9, 9), ('Term', 12, 12)}","['mouvement', 'équilibre']"
"[""J'"", 'ai', 'senti', 'le', 'cheval', 'abaisser', 'clairement', 'son', 'arrière-main', 'comme', ""s'"", 'il', 'allait', 'se', 'cabrer', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 14, 14), ('Term', 4, 4), ('Term', 8, 8)}","['cabrer', 'cheval', 'arrière-main']"
"['Puis', 'ce', 'qui', ""m'"", 'a', 'frappé', ""c'"", 'est', 'la', 'sensation', 'de', 'puissance', 'et', ""d'"", 'énergie', 'qui', 'émane', 'du', 'cheval', 'dans', 'cet', 'exercice', ',', 'tout', 'en', 'restant', 'sur', 'place', 'et', 'parfaitement', 'sous', 'contrôle', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 18, 18), ('Term', 21, 21)}","['cheval', 'exercice']"
"['Je', 'me', 'souviens', 'de', 'plusieurs', 'galopades', ',', 'rênes', 'complètement', 'lâche', 'où', 'le', 'cheval', 'se', 'donnait', 'à', 'fond', 'en', 'pleine', 'vitesse', 'et', 'cette', 'sensation', 'que', 'le', 'cheval', 'devient', 'rond', 'entre', 'les', 'jambes', 'sous', ""l'"", 'action', 'intense', 'des', 'muscles', 'est', 'la', 'même', 'au', 'piaffer', 'et', 'au', 'passage', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O']","{('Term', 36, 36), ('Term', 27, 27), ('Term', 25, 25), ('Term', 5, 5), ('Term', 7, 7), ('Term', 33, 33), ('Term', 41, 41), ('Term', 30, 30), ('Term', 44, 44), ('Term', 12, 12)}","['muscles', 'rond', 'cheval', 'galopades', 'rênes', 'action', 'piaffer', 'jambes', 'passage', 'cheval']"
"['En', 'revanche', 'pour', 'ce', 'qui', 'est', 'de', 'sentir', ""l'"", 'engagement', 'des', 'postérieurs', ""c'"", 'est', 'encore', 'très', 'difficile', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 11, 11), ('Term', 9, 9)}","['postérieurs', 'engagement']"
"['Le', 'meilleur', 'point', 'de', 'repère', 'que', ""j'"", 'ai', 'su', 'trouver', ""aujourd'hui"", 'est', 'dans', 'la', 'nuque', ':', 'si', 'tout', ""d'"", 'un', 'coup', 'il', 'y', 'a', 'une', 'crispation', 'ou', 'si', 'le', 'cheval', 'sort', 'de', 'la', 'main', ""c'"", 'est', 'que', 'les', 'postérieurs', 'ne', 'font', 'plus', 'leur', 'travail', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 33, 33), ('Term', 14, 14), ('Term', 38, 38), ('Term', 29, 29)}","['main', 'nuque', 'postérieurs', 'cheval']"
"['Sur', 'un', 'cheval', 'en', 'cours', ""d'"", 'apprentissage', 'ces', 'sensations', 'sont', 'bien', 'entendus', 'moins', 'nettes', ',', 'le', 'cheval', 'est', 'en', 'recherche', ',', 'il', 'tâtonne', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 2, 2), ('Term', 6, 6), ('Term', 16, 16)}","['cheval', 'apprentissage', 'cheval']"
"['Tout', 'dépend', 'aussi', 'du', 'mouvement', 'que', ""l'"", 'on', 'recherchera', 'en', 'premier', ',', 'si', ""l'"", 'on', 'commence', 'par', 'le', 'passage', 'alors', 'on', 'fera', 'attention', 'au', 'rebond', 'du', 'trot', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 26, 26), ('Term', 18, 18)}","['trot', 'passage']"
"['Si', ""l'"", 'on', 'souhaite', 'commencer', 'par', 'le', 'piaffer', 'il', 'faudra', 'rechercher', 'une', 'diagonalisation', 'sur', 'place', 'puis', 'progressivement', 'il', 'faudra', 'le', 'perfectionner', 'afin', ""d'"", 'améliorer', ""l'"", 'abaissement', 'des', 'hanches', ',', 'la', 'cadence', ',', 'le', 'rebond', 'et', 'le', 'relèvement', 'de', ""l'"", 'avant-main', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 27, 27), ('Term', 39, 39), ('Term', 7, 7), ('Term', 30, 30), ('Term', 12, 12)}","['hanches', 'avant-main', 'piaffer', 'cadence', 'diagonalisation']"
"['Le', 'piaffer', 'tout', 'particulièrement', 'requiert', 'un', 'travail', 'de', 'perfectionnement', 'long', 'et', 'progressif', 'pour', 'aboutir', 'enfin', 'à', 'une', 'exécution', 'correcte', '.']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 1, 1)}",['piaffer']
"['A', 'la', 'recherche', 'du', 'rassembler']","['O', 'O', 'O', 'O', 'B-Term']","{('Term', 4, 4)}",['rassembler']
"['La', 'base', 'indispensable', 'du', 'rassembler', 'est', 'avant', 'tout', ""l'"", 'équilibre', ',', 'il', ""s'"", 'obtient', 'par', 'un', 'savant', 'mélange', ""d'"", 'équilibre', 'et', 'une', 'impulsion', 'supérieure', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 19, 19), ('Term', 22, 22), ('Term', 9, 9), ('Term', 4, 4)}","['équilibre', 'impulsion', 'équilibre', 'rassembler']"
"['Si', 'vous', 'recherchez', 'sans', 'cesse', 'à', 'améliorer', ""l'"", 'équilibre', 'de', 'votre', 'cheval', ',', 'à', 'le', 'relever', 'sans', 'altérer', 'son', 'impulsion', 'vous', 'arriverez', 'irrémédiablement', 'au', 'rassembler', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 19, 19), ('Term', 11, 11), ('Term', 8, 8), ('Term', 24, 24)}","['impulsion', 'cheval', 'équilibre', 'rassembler']"
"['La', 'plupart', 'des', 'dresseurs', 'préfèrent', 'aborder', 'les', 'exercices', 'de', 'haute-école', 'qui', 'demandent', 'un', 'degré', 'plus', 'important', 'de', 'rassembler', ""d'"", 'abord', 'à', 'pied', ',', 'aux', 'longues', 'rênes', 'ou', 'avec', 'le', 'travail', 'à', ""l'"", 'épaule', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'IN-Term', 'O']","{('Term', 29, 32), ('Term', 9, 9), ('Term', 3, 3), ('Term', 7, 7), ('Term', 17, 17), ('Term', 21, 21), ('Term', 24, 25)}","[""travail à l' épaule"", 'haute-école', 'dresseurs', 'exercices', 'rassembler', 'pied', 'longues rênes']"
"['Certains', 'parviennent', 'au', 'même', 'résultat', 'sans', 'travail', 'à', 'pied', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 8, 8)}",['pied']
"['Tout', 'cela', 'dépend', 'de', 'la', 'nature', 'du', 'cheval', ',', 'de', 'ce', 'qui', 'lui', 'correspond', 'le', 'mieux', 'et', 'de', 'la', 'préférence', 'du', 'dresseur', 'pour', ""l'"", 'une', 'ou', ""l'"", 'autre', 'méthode', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 7, 7), ('Term', 21, 21)}","['cheval', 'dresseur']"
"[""C'"", 'est', 'pourquoi', 'il', 'est', 'difficile', 'de', 'vous', 'recommander', 'un', 'exercice', 'en', 'particulier', 'car', 'tous', 'les', 'exercices', 'de', 'basse', 'école', 'peuvent', 'servir', ""d'"", 'introduction', 'au', 'rassembler', 'et', 'à', 'la', 'haute', 'école', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O']","{('Term', 10, 10), ('Term', 25, 25), ('Term', 29, 30), ('Term', 18, 19), ('Term', 16, 16)}","['exercice', 'rassembler', 'haute école', 'basse école', 'exercices']"
"['A', 'vous', 'ensuite', 'de', 'garder', 'en', 'tête', 'les', 'bénéfices', 'de', 'chaque', 'exercice', 'et', 'savoir', 'détecter', 'exactement', 'où', 'se', 'trouvent', 'les', 'résistances', 'de', 'votre', 'cheval', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 11, 11), ('Term', 23, 23)}","['exercice', 'cheval']"
"['Le', 'relèvement', 'de', ""l'"", 'encolure', ',', 'la', 'décontraction', 'de', 'la', 'mâchoire', ',', 'la', 'stabilité', 'de', 'la', 'nuque', 'et', 'le', 'contact', 'fluide', 'avec', 'la', 'main', 'met', 'le', 'cheval', 'dans', 'un', 'équilibre', 'idéal', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 10, 10), ('Term', 26, 26), ('Term', 16, 16), ('Term', 19, 19), ('Term', 7, 7), ('Term', 23, 23), ('Term', 29, 29), ('Term', 4, 4)}","['mâchoire', 'cheval', 'nuque', 'contact', 'décontraction', 'main', 'équilibre', 'encolure']"
"['Au', 'plus', 'votre', 'cheval', 'aura', 'un', 'équilibre', 'prédominant', 'sur', 'les', 'épaules', 'avec', 'la', 'tête', 'au', 'même', 'niveau', 'que', 'le', 'garrot', 'et', 'au', 'plus', 'ce', 'sera', 'long', 'et', 'difficile', 'de', 'le', 'relever', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 10, 10), ('Term', 6, 6), ('Term', 3, 3), ('Term', 13, 13), ('Term', 19, 19)}","['épaules', 'équilibre', 'cheval', 'tête', 'garrot']"
"['Si', 'vous', 'remarquez', 'que', ""l'"", 'un', 'de', 'ses', 'paramètres', 'se', 'dégrade', 'à', 'certains', 'moments', ""c'"", 'est', 'que', ""l'"", 'arrière', 'main', ""n'"", 'est', 'pas', 'suffisamment', 'active', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 18, 19), ('Term', 24, 24)}","['arrière main', 'active']"
"['Les', 'exercices', 'de', 'déplacements', 'latéraux', 'permettent', 'quant', 'à', 'eux', ""d'"", 'abaisser', 'la', 'hanche', 'du', 'côté', 'interne', ',', 'le', 'reculer', 'pour', ""l'"", 'abaissement', 'des', 'deux', 'hanches', 'et', 'les', 'transitions', 'pas-trot', 'et', 'reculer-trot', 'pour', 'débuter', 'la', 'diagonalisation', '.']","['O', 'B-Term', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 18, 18), ('Term', 34, 34), ('Term', 27, 28), ('Term', 1, 1), ('Term', 15, 15), ('Term', 30, 30), ('Term', 3, 4), ('Term', 12, 12), ('Term', 24, 24)}","['reculer', 'diagonalisation', 'transitions pas-trot', 'exercices', 'interne', 'reculer-trot', 'déplacements latéraux', 'hanche', 'hanches']"
