words,labels,entities,term_list
"['The', 'three-bladed', 'rotor', 'cures', 'this', 'problem', ',', 'which', 'produces', 'a', 'high', 'level', 'of', 'vibration', 'in', 'the', 'machine', ',', 'by', 'creating', 'a', 'steady', 'centrifugal', 'force', 'against', 'which', 'the', 'tail', 'vane', 'moves', 'smoothly', 'to', 'shift', 'the', 'direction', 'of', 'the', 'wind', 'turbine', '[', '8', ']', '.']","['O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O']","{('Term', 22, 23), ('Term', 37, 38), ('Term', 1, 2), ('Term', 27, 28), ('Term', 16, 16)}","['centrifugal force', 'wind turbine', 'three-bladed rotor', 'tail vane', 'machine']"
"['An', 'unconed', 'rotor', 'is', 'one', 'in', 'which', 'the', 'spanwise', 'axes', 'of', 'all', 'of', 'the', 'blades', 'lie', 'in', 'the', 'same', 'plane', '.']","['O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 14, 14), ('Term', 8, 9), ('Term', 1, 2)}","['blades', 'spanwise axes', 'unconed rotor']"
"['Blade', 'axes', 'in', 'a', 'coned', 'rotor', 'are', 'tilted', 'downwind', 'from', 'a', 'plane', 'normal', 'to', 'the', 'rotor', 'axis', ',', 'at', 'a', 'small', 'coning', 'angle', '.']","['B-Term', 'I-Term', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 15, 16), ('Term', 8, 8), ('Term', 0, 1), ('Term', 4, 5)}","['rotor axis', 'downwind', 'Blade axes', 'coned rotor']"
"['This', 'helps', 'to', 'balance', 'the', 'downwind', 'bending', 'of', 'the', 'blade', 'caused', 'by', 'aerodynamic', 'loading', 'with', 'upwind', 'bending', 'by', 'radial', 'centrifugal', 'forces', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'IN-Term', 'O']","{('Term', 9, 9), ('Term', 5, 5), ('Term', 15, 15), ('Term', 18, 20), ('Term', 12, 13)}","['blade', 'downwind', 'upwind', 'radial centrifugal forces', 'aerodynamic loading']"
"['Tower', 'clearance', '(', 'the', 'minimum', 'distance', 'between', 'a', 'blade', 'tip', 'and', 'the', 'tower', ')', 'is', 'influenced', 'by', 'blade', 'coning', ',', 'rotor', 'teetering', 'and', 'elastic', 'deformation', 'of', 'the', 'blades', 'under', 'load', '.']","['B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 27, 27), ('Term', 29, 29), ('Term', 17, 18), ('Term', 8, 9), ('Term', 0, 1), ('Term', 20, 21), ('Term', 12, 12)}","['blades', 'load', 'blade coning', 'blade tip', 'Tower clearance', 'rotor teetering', 'tower']"
"['Often', 'an', 'axis-tilt', 'angle', 'is', 'required', 'to', 'obtain', 'sufficient', 'clearance', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 2, 2), ('Term', 9, 9)}","['axis-tilt', 'clearance']"
"['Two', 'general', 'types', 'of', 'rotor', 'hubs', 'are', 'rigid', 'and', 'teetered', '.']","['O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 9, 9), ('Term', 4, 5)}","['teetered', 'rotor hubs']"
"['In', 'a', 'typical', 'rigid', 'hub', ',', 'each', 'blade', 'is', 'bolted', 'to', 'the', 'hub', 'and', 'the', 'hub', 'is', 'rigidly', 'attached', 'to', 'the', 'turbine', 'shaft', '.']","['O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 7, 7), ('Term', 15, 15), ('Term', 21, 22), ('Term', 3, 4), ('Term', 12, 12)}","['blade', 'hub', 'turbine shaft', 'rigid hub', 'hub']"
"['The', 'blades', 'are', ',', 'in', 'effect', ',', 'cantilevered', 'from', 'the', 'shaft', 'and', 'therefore', 'transmit', 'all', 'of', 'their', 'dynamic', 'loads', 'directly', 'to', 'it', '.']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O']","{('Term', 10, 10), ('Term', 1, 1), ('Term', 7, 7), ('Term', 17, 18)}","['shaft', 'blades', 'cantilevered', 'dynamic loads']"
"['To', 'reduce', 'this', 'loading', 'on', 'the', 'shaft', ',', 'a', 'two-bladed', 'HAWT', 'rotor', 'usually', 'has', 'a', 'teetered', 'hub', ',', 'which', 'is', 'connected', 'to', 'the', 'turbine', 'shaft', 'through', 'a', 'pivot', 'called', 'a', 'teeter', 'hinge', ',', 'as', 'shown', 'in', 'Figure', '2.5(a', ')', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 23, 24), ('Term', 6, 6), ('Term', 3, 3), ('Term', 15, 16), ('Term', 30, 31), ('Term', 9, 11)}","['turbine shaft', 'shaft', 'loading', 'teetered hub', 'teeter hinge', 'two-bladed HAWT rotor']"
"['Teeter', 'motion', 'is', 'a', 'passive', 'means', 'for', 'balancing', 'air', 'loads', 'on', 'the', 'two', 'blades', ',', 'by', 'cyclically', 'increasing', 'the', 'lift', 'force', 'on', 'one', 'while', 'decreasing', 'it', 'on', 'the', 'other', '.']","['B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 19, 20), ('Term', 13, 13), ('Term', 8, 9), ('Term', 0, 1)}","['lift force', 'blades', 'air loads', 'Teeter motion']"
['18'],['O'],set(),[]
"['Teetering', 'also', 'reduces', 'the', 'cyclic', 'loads', 'imposed', 'by', 'a', 'two-bladed', 'rotor', 'on', 'the', 'turbine', 'shaft', 'to', 'levels', 'well', 'below', 'those', 'caused', 'by', 'two', 'blades', 'on', 'a', 'rigid', 'hub', '.']","['B-Term', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'IN-Term', 'O']","{('Term', 23, 23), ('Term', 9, 10), ('Term', 13, 14), ('Term', 4, 5), ('Term', 26, 27), ('Term', 0, 0)}","['blades', 'two-bladed rotor', 'turbine shaft', 'cyclic loads', 'rigid hub', 'Teetering']"
"['A', 'three-bladed', 'rotor', 'has', 'usually', 'a', 'rigid', 'hub', '.']","['O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O']","{('Term', 6, 7), ('Term', 1, 2)}","['rigid hub', 'three-bladed rotor']"
"['In', 'this', 'case', ',', 'cyclic', 'loads', 'on', 'the', 'turbine', 'shaft', 'are', 'much', 'smaller', 'than', 'those', 'produced', 'by', 'a', 'two-bladed', 'rotor', 'with', 'a', 'rigid', 'hub', ',', 'because', 'three', 'or', 'more', 'blades', 'form', 'a', 'dynamically', 'symmetrical', 'rotor', ':', 'one', 'with', 'the', 'same', 'mass', 'moment', 'of', 'inertia', 'about', 'any', 'axis', 'in', 'the', 'plane', 'of', 'the', 'rotor', 'and', 'passing', 'through', 'the', 'hub', '.']","['O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 34, 34), ('Term', 22, 23), ('Term', 40, 43), ('Term', 29, 29), ('Term', 57, 57), ('Term', 52, 52), ('Term', 8, 9), ('Term', 4, 5), ('Term', 46, 46), ('Term', 18, 19), ('Term', 32, 32)}","['rotor', 'rigid hub', 'mass moment of inertia', 'blades', 'hub', 'rotor', 'turbine shaft', 'cyclic loads', 'axis', 'two-bladed rotor', 'dynamically']"
"['A', 'wide', 'variety', 'of', 'materials', 'have', 'been', 'used', 'successfully', 'for', 'HAWT', 'rotor', 'blades', ',', 'including', 'glass-fiber', 'composites', ',', 'laminated', 'wood', 'composites', ',', 'steel', 'spars', 'with', 'non-structural', 'composite', 'fairings', 'and', 'welded', 'steel', 'foils', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'B-Term', 'I-Term', 'O']","{('Term', 26, 27), ('Term', 10, 12), ('Term', 23, 23), ('Term', 30, 31)}","['composite fairings', 'HAWT rotor blades', 'spars', 'steel foils']"
"['Whatever', 'the', 'blade', 'material', ',', 'HAWT', 'rotor', 'hubs', 'are', 'almost', 'always', 'fabricated', 'from', 'steel', 'forgings', ',', 'castings', 'or', 'weldments', '.']","['O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 18, 18), ('Term', 2, 2), ('Term', 5, 7)}","['weldments', 'blade', 'HAWT rotor hubs']"
"['2.3.2', 'THE', 'POWER-TRAIN', 'SUBSYSTEM', ':', 'The', 'power', 'train', 'of', 'a', 'wind', 'turbine', 'consists', 'of', 'the', 'series', 'of', 'mechanical', 'and', 'electrical', 'components', 'required', 'to', 'convert', 'the', 'mechanical', 'power', 'received', 'from', 'the', 'rotor', 'hub', 'to', 'electrical', 'power', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 2, 2), ('Term', 6, 7), ('Term', 19, 19), ('Term', 17, 17), ('Term', 30, 31), ('Term', 25, 26), ('Term', 33, 34), ('Term', 10, 11)}","['POWER-TRAIN', 'power train', 'electrical', 'mechanical', 'rotor hub', 'mechanical power', 'electrical power', 'wind turbine']"
"['A', 'typical', 'HAWT', 'power', 'train', 'consists', 'of', 'a', 'turbine', 'shaft', 'assembly', '(', 'also', 'called', 'a', 'primary', 'shaft', ')', ',', 'a', 'speed', 'increasing', 'gearbox', ',', 'a', 'generator', 'drive', 'shaft', '(', 'also', 'called', 'a', 'secondary', 'shaft', ')', ',', 'rotor', 'brake', 'and', 'an', 'electrical', 'generator', ',', 'plus', 'auxiliary', 'equipment', 'for', 'control', ',', 'lubrication', 'and', 'cooling', 'functions', '.']","['O', 'O', 'B-Term', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 2, 2), ('Term', 22, 22), ('Term', 8, 10), ('Term', 15, 16), ('Term', 32, 33), ('Term', 36, 37), ('Term', 40, 41), ('Term', 3, 4), ('Term', 25, 27)}","['HAWT', 'gearbox', 'turbine shaft assembly', 'primary shaft', 'secondary shaft', 'rotor brake', 'electrical generator', 'power train', 'generator drive shaft']"
"['2.3.3', 'THE', 'NACELLE', 'STRUCTURE', 'SUBSYSTEM', ':', 'The', 'HAWT', 'nacelle', 'structure', 'is', 'the', 'primary', 'load', 'path', 'from', 'the', 'turbine', 'shaft', 'to', 'the', 'tower', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O']","{('Term', 2, 2), ('Term', 7, 8), ('Term', 21, 21), ('Term', 17, 18), ('Term', 13, 14)}","['NACELLE', 'HAWT nacelle', 'tower', 'turbine shaft', 'load path']"
"['Nacelle', 'structures', 'are', 'usually', 'a', 'combination', 'of', 'welded', 'and', 'bolted', 'steel', 'sections', '.']","['B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 0, 0)}",['Nacelle']
"['Stiffness', 'and', 'static', 'strength', 'are', 'the', 'usual', 'design', 'drivers', 'of', 'nacelle', 'structures', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 10, 10)}",['nacelle']
"['2.3.4', 'THE', 'TOWER', 'SUBSYSTEM', 'AND', 'THE', 'FOUNDATION', ':', 'A', 'HAWT', 'tower', 'raises', 'the', 'rotor', 'and', 'power', 'train', 'to', 'the', 'specified', 'hub', 'elevation', ',', 'the', 'distance', 'from', 'the', 'ground', 'to', 'the', 'center', 'of', 'the', 'swept', 'area', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O']","{('Term', 2, 2), ('Term', 6, 6), ('Term', 13, 13), ('Term', 15, 16), ('Term', 9, 10), ('Term', 33, 34), ('Term', 20, 20)}","['TOWER', 'FOUNDATION', 'rotor', 'power train', 'HAWT tower', 'swept area', 'hub']"
"['The', 'stiffness', 'of', 'a', 'tower', 'is', 'a', 'major', 'factor', 'in', 'wind', 'turbine', 'system', 'dynamics', 'because', 'of', 'the', 'possibility', 'of', 'coupled', 'vibrations', 'between', 'the', 'rotor', 'and', 'tower', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 13, 13), ('Term', 23, 23), ('Term', 25, 25), ('Term', 19, 20), ('Term', 10, 11), ('Term', 4, 4)}","['dynamics', 'rotor', 'tower', 'coupled vibrations', 'wind turbine', 'tower']"
"['Located', 'in', 'the', 'ground', 'equipment', 'station']","['O', 'O', 'O', 'O', 'O', 'O']",set(),[]
['19'],['O'],set(),[]
"['are', 'those', 'components', 'which', 'are', 'necessary', 'for', 'properly', 'interfacing', 'the', 'HAWT', 'with', 'the', 'electric', 'utility', 'or', 'other', 'distribution', 'system', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 10, 10), ('Term', 13, 13), ('Term', 17, 18)}","['HAWT', 'electric', 'distribution system']"
"['2.3.5', 'THE', 'CONTROLS', ':', 'The', 'control', 'system', 'for', 'a', 'wind', 'turbine', 'is', 'important', 'with', 'respect', 'to', 'both', 'machine', 'operation', 'and', 'power', 'production', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 17, 17), ('Term', 9, 10), ('Term', 20, 21)}","['machine', 'wind turbine', 'power production']"
"['Wind', 'turbine', 'control', 'involves', 'the', 'following', 'three', 'major', 'aspects', 'and', 'the', 'judicious', 'balancing', 'of', 'their', 'requirements', '[', '2', ']', ':', '•', 'Setting', 'upper', 'bounds', 'on', 'and', 'limiting', 'the', 'torque', 'and', 'power', 'experienced', 'by', 'the', 'drive', 'train', '•', 'Maximizing', 'the', 'fatigue', 'life', 'of', 'the', 'rotor', 'drive', 'train', 'and', 'other', 'structural', 'components', 'in', 'the', 'presence', 'of', 'changes', 'in', 'the', 'wind', 'direction', ',', 'speed', ',', 'as', 'well', 'as', 'start-stop', 'cycles', 'of', 'the', 'wind', 'turbine', '•', 'Maximizing', 'the', 'energy', 'production', '2.3.6', 'THE', 'BALANCE', 'OF', 'ELECTRICAL', 'SUBSYSTEM', ':', 'In', 'addition', 'to', 'the', 'generator', ',', 'the', 'wind', 'turbine', 'utilizes', 'a', 'number', 'of', 'other', 'electrical', 'components', '.']","['B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 43, 45), ('Term', 39, 40), ('Term', 80, 80), ('Term', 87, 87), ('Term', 90, 91), ('Term', 97, 97), ('Term', 0, 1), ('Term', 57, 58), ('Term', 65, 66), ('Term', 30, 30), ('Term', 34, 35), ('Term', 69, 70), ('Term', 74, 75), ('Term', 28, 28)}","['rotor drive train', 'fatigue life', 'ELECTRICAL', 'generator', 'wind turbine', 'electrical', 'Wind turbine', 'wind direction', 'start-stop cycles', 'power', 'drive train', 'wind turbine', 'energy production', 'torque']"
"['Some', 'examples', 'are', 'cables', ',', 'switchgear', ',', 'transformers', 'and', 'power', 'electronic', 'converters', ',', 'yaw', 'and', 'pitch', 'motors', '.']","['O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'B-Term', 'O', 'BN-Term', 'IN-Term', 'I-Term', 'O', 'B-Term', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 13, 13), ('Term', 3, 3), ('Term', 7, 7), ('Term', 5, 5), ('Term', 15, 16), ('Term', 9, 11)}","['yaw', 'cables', 'transformers', 'switchgear', 'pitch motors', 'power electronic converters']"
"['2.4', 'AERODYNAMIC', 'CONTROLS', 'OF', 'HAWTS']","['O', 'B-Term', 'O', 'O', 'B-Term']","{('Term', 1, 1), ('Term', 4, 4)}","['AERODYNAMIC', 'HAWTS']"
"['Horizontal-axis', 'wind', 'turbines', 'use', 'different', 'types', 'of', 'aerodynamic', 'control', 'to', 'achieve', 'peak', 'power', 'and', 'optimum', 'performance', 'control', '.']","['B-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O']","{('Term', 11, 12), ('Term', 0, 2), ('Term', 7, 7)}","['peak power', 'Horizontal-axis wind turbines', 'aerodynamic']"
"['Nearly', 'all', 'turbines', 'use', 'an', 'induction', 'or', 'synchronous', 'generator', 'interconnected', 'with', 'the', 'utility', 'grid', '.']","['O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O']","{('Term', 2, 2), ('Term', 7, 8), ('Term', 5, 5), ('Term', 12, 13)}","['turbines', 'synchronous generator', 'induction', 'utility grid']"
"['These', 'generators', 'maintain', 'a', 'constant', 'rotor', 'speed', 'during', 'normal', 'operation', ',', 'so', 'aerodynamic', 'control', 'is', 'needed', 'only', 'to', 'limit', 'and', 'optimize', 'power', 'output', '.']","['O', 'B-Term', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 1, 1), ('Term', 21, 22), ('Term', 12, 12), ('Term', 5, 6)}","['generators', 'power output', 'aerodynamic', 'rotor speed']"
"['Variable', 'speed', 'control', 'has', 'been', 'considered', 'as', 'a', 'means', 'of', 'improving', 'the', 'aerodynamic', 'efficiency', 'of', 'the', 'rotor', 'and', 'reducing', 'dynamic', 'loads', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 19, 20), ('Term', 12, 12), ('Term', 16, 16)}","['dynamic loads', 'aerodynamic', 'rotor']"
"['This', 'type', 'of', 'control', 'results', 'in', 'the', 'rotor', 'speed', 'changing', 'to', 'maintain', 'a', 'constant', 'ratio', 'between', 'blade', 'tip', 'speed', 'and', 'wind', 'speed', '(', 'tip', 'speed', 'ratio', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'I-Term', 'O', 'BN-Term', 'I-Term', 'O', 'BN-Term', 'I-Term', 'I-Term', 'O', 'O']","{('Term', 23, 25), ('Term', 7, 8), ('Term', 16, 18), ('Term', 20, 21)}","['tip speed ratio', 'rotor speed', 'blade tip speed', 'wind speed']"
['20'],['O'],set(),[]
"['Medium', 'and', 'large-scale', 'HAWT', 'rotors', 'usually', 'contain', 'a', 'mechanism', 'for', 'adjusting', 'blade', 'pitch', ',', 'which', 'is', 'the', 'angle', 'between', 'the', 'blade', 'chordline', 'and', 'the', 'plane', 'of', 'rotation', '.']","['O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'B-Term', 'I-Term', 'IN-Term', 'O']","{('Term', 3, 4), ('Term', 24, 26), ('Term', 20, 21), ('Term', 11, 12), ('Term', 8, 8)}","['HAWT rotors', 'plane of rotation', 'blade chordline', 'blade pitch', 'mechanism']"
"['This', 'pitch-change', 'mechanism', ',', 'which', 'may', 'control', 'the', 'angle', 'of', 'the', 'entire', 'blade', '(', 'full-span', 'pitch', 'control', ')', 'or', 'only', 'that', 'of', 'an', 'outboard', 'section', '(', 'partialspan', 'pitch', 'control', ')', ',', 'provides', 'a', 'means', 'of', 'controlling', 'starting', 'torque', ',', 'peak', 'power', ',', 'and', 'stopping', 'torque', '.']","['O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'B-Term', 'IN-Term', 'O']","{('Term', 39, 40), ('Term', 26, 28), ('Term', 14, 16), ('Term', 23, 23), ('Term', 1, 2), ('Term', 36, 37), ('Term', 43, 44), ('Term', 12, 12)}","['peak power', 'partialspan pitch control', 'full-span pitch control', 'outboard', 'pitch-change mechanism', 'starting torque', 'stopping torque', 'blade']"
"['Peak', 'power', 'is', 'controlled', 'by', 'adjusting', 'blade', 'pitch', 'angle', 'to', 'progressively', 'lower', 'angles', 'of', 'attack', 'to', 'control', 'increasing', 'wind', 'loading', '.']","['B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 12, 14), ('Term', 18, 19), ('Term', 6, 8), ('Term', 0, 1)}","['angles of attack', 'wind loading', 'blade pitch angle', 'Peak power']"
"['Pitch', 'control', 'offers', 'the', 'advantage', 'of', 'more', 'positive', 'power', 'control', ',', 'decreasing', 'thrust', 'loads', 'as', 'blades', 'pitch', 'toward', 'feather', 'in', 'high', 'winds', 'and', 'low', 'parked', 'rotor', 'loads', 'while', 'the', 'turbine', 'is', 'not', 'operating', 'in', 'extreme', 'winds', '.']","['B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'B-Term', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 15, 15), ('Term', 21, 21), ('Term', 29, 29), ('Term', 35, 35), ('Term', 8, 9), ('Term', 0, 1), ('Term', 12, 13), ('Term', 25, 26), ('Term', 16, 16)}","['blades', 'winds', 'turbine', 'winds', 'power control', 'Pitch control', 'thrust loads', 'rotor loads', 'pitch']"
